question,true_short_answer,predicted_short_answer
"Bir masanın arkasında bir adam duruyor. O
Şıklar:
A- çeşitli malzemeler sunar ve bunları bir kaseye batırır.
B- bir mikrofona konuşuyor.
C- iki büyük çekiç alır ve onları duvara çakmaya başlar.
D- Önündeki masayı bir bez parçasıyla cilalamaya başlar.",D,B
"[header] Sevgilinizin soğuk algınlığını evde nasıl tedavi edebilirsiniz? [title] Yardıma ihtiyaçları olup olmadığını öğrenin. [adım] Sevgilinizle birlikte yaşıyorsanız veya yalnız yaşıyorsanız bu sorunun cevabı açık olabilir. Ancak aileleri, arkadaşları veya oda arkadaşlarıyla birlikte yaşıyorlarsa ihtiyaç duydukları yardımı zaten alıyor olabilirler.
Şıklar:
A- Yiyecek hazırlama veya ilaç alma konusunda yardıma ihtiyaçları olup olmadığını sorun. Eğer tuvaleti kullanmıyorlarsa ya da kullanmadıkları halde yemek yerken kendilerini gazlı hissediyorlarsa, bunu yapan tanıdığınız biri olabilir.
B- Emin olmanın tek yolu sormaktır. Sevdiğiniz kişiye bir başkası bakıyor olsa bile, yiyecek veya ilaçla uğrayarak ona yardımcı olabilirsiniz.
C- [alt adımlar] Sevgiliniz tuvalete gitmekte veya elektrik direklerini kaldırmakta zorlanıyorsa, muhtemelen yardım beklemiyordur. Sevgiliniz ön kapının tavanına dokunmaktan korkmuş olabilir.
D- Tek yapmanız gereken yardıma ihtiyaç duyma nedenlerini not etmek. Bunlar kartlar, yiyecek ve bebekleri veya çocukları için yardım olabilir.",B,B
"Bir adam kulaklık takarak DJ gibi davranıyor. Başka bir adam bir çift su kayağıyla havalanıyor. O
Şıklar:
A- kayakları çekmeye başlar.
B- insanlar toplanıp bir iskelede ayrılırken kayak yapıyorlar.
C- hakemlik yapıyor ve DJ'lik yapıyor.
D- Birkaç numara yaparken tahtadan düşüyor.",B,C
"Bir kadın kameraya konuşmaya başlıyor. Kadın daha sonra tozla dolu bir kavanozu işaret ediyor. Kadın limonları dilimleyip sıkmaya başlar. kadın
Şıklar:
A- bir şişenin dibini alır ve süzerek toz haline getirir.
B- daha sonra kahverengi bir torbaya unu ekliyor ve kullandığı şeyi bir kaseye döküyor.
C- Grans limonları doğrama bloğu üzerinde.
D- karıştırıp limonata yapmaya başlar.",D,D
"[header] Köpeklerde artrit nasıl önlenir [title] Köpeğinizi ne kadar beslemeniz gerektiğini öğrenin. [adım] Aşırı kilolu köpeklerde artrit gelişme riski daha yüksektir. Fazladan vücut ağırlığı taşımak, köpeğinizin eklemleri ve kemikleri üzerinde ekstra stres oluşturacak ve muhtemelen artritle sonuçlanacaktır.
Şıklar:
A- Köpekler için ideal egzersiz miktarı haftada 30 dakikadır, ancak daha kuvvetli veya yorucu egzersizler çok daha fazlasını gerektirir. [alt adımlar] Köpeğiniz aşırı kiloluysa ancak aşırı ağır değilse, köpeğinizi veterinere götürmek ve birkaç saat egzersiz yapmak genellikle köpeğiniz için güvenlidir.
B- Köpeğinizin ağırlığına ve vücut tipine göre günlük yeterli miktarda yiyecek aldığından emin olun. [title] Köpeğinize verdiğiniz yiyecek miktarını sınırlayın.
C- Köpeğinizi yeterli kaloriyle beslemek önemlidir çünkü köpeklerin ağırlığı 12 lbs veya daha fazladır. Köpeğinizin ağırlığı diyetle birlikte yaşla birlikte artacaktır.
D- Köpeğinizi sağlıklı miktarda mamayla beslediğinizden ve uygun ağırlığının korunduğundan emin olun. [alt adımlar] Köpeğinizi besleyeceğiniz yiyecek miktarı, onun büyüklüğüne ve aktivite düzeylerine bağlı olacaktır.",D,B
"Adamın biri sivri uçlardaki kiri gösterirken sivri uçları temizleyeceğini anlatıyor. Çivilerdeki çamuru lavaboya fırçalayarak başlıyor. O
Şıklar:
A- sonra bir süpürgeyle yanlardaki sivri uçları fırçalayarak temizlerken bir hhhh sesi çıkarıyor.
B- lavaboya az miktarda su koyar ve ovmaya devam eder.
C- çimentoyu çivilerin üzerine sürüyor.
D- sivri uçları kirden korumak için yara bandı kullanıyor.",B,B
"[header] Yaşlı kedilerde diş hastalıkları nasıl tedavi edilir [title] Tedavi seçenekleri hakkında veterinerinizle konuşun. [adım] Diş hastalıklarının tedavileri genellikle bir tür genel anestezi içerir. Her anestezide olduğu gibi doktorunuzla konuşmanız gereken riskler vardır.
Şıklar:
A- [alt adımlar] Anestezi, kedinizin ağzının enfeksiyon kapması veya hasar görmesi olasılığını azaltabilir. Anestezi, yaşlı kedilerde yetişkin kedilere göre daha az yaygın bir tedavi yöntemidir.
B- [alt adımlar] ""Genel anestezinin riskleri nelerdir?"" Röntgen sonuçları bize ne anlatıyor? "" [title] Mali veya yaşam kalitesiyle ilgili endişelerinizi tartışın. [adım] Genel anestezi içeren tedavi pahalıdır, bu nedenle ücretler hakkında veterinerinize danışmalısınız.
C- [alt adımlar] Yaşlı kediniz glokom yaşayabilir. Bu, yüksek düzeyde toksin içeren bakteriyel veya mantar enfeksiyonudur.
D- Veteriner hekiminiz tedaviyi nasıl uygulayabileceğiniz ve olası yan etkiler konusunda size rehberlik edebilir. Şunları önerebilirler: [alt adımlar] Göz veya burun desteği gibi şeyler.",B,B
"[header] Afrikanca'da insanlarla nasıl selamlaşılır [title] Bir yabancıyı resmi olarak "" goeie dag "" ile selamlayın. [adım] Biriyle ilk tanıştığınızda, onu Afrikanca ""merhaba"" demenin resmi yolu ile saygı göstergesi olarak resmi bir şekilde selamlamalısınız. [alt adımlar] Ayrıca kişiye resmi bir selamlama yöntemi olarak elinizi uzatabilir ve elini sıkabilirsiniz.
Şıklar:
A- Bu sayede sert değil, yüksek sesle sallamanız beklenmeyecektir. Bu bir saygı işaretidir ve Afrikanca konuşurken otomatik olarak korkutulmaz veya dilinizin bağlanmasına neden olmazsınız.
B- Evinizde birisiyle buluşuyorsanız, seyahatiniz boyunca saklamış olabileceği herhangi bir şey için bodruma ve çatı katına bakın. [title] Kişinin sizinle konuşmasına izin verin.
C- Birçok Afrikalı resmi olmayan bir şekilde birbirlerini selamlarken el sıkışır ve kadınlar selamlaşırken birbirlerini dudaklarından öperler. [title] Bir tanıdığınız veya arkadaşınızı selamlıyorsanız "" haai "" veya "" merhaba "" deyin.
D- Bu, kişinin elini resmi bir tokalaşma olarak sıkabileceğiniz bir aile tartışması için uygun görünüyor. [title] Afrikanca konuştuğunu biliyorsanız, bir kişiye adıyla merhaba deyin.",C,C
"[header] Daha büyük bir İsviçre dağ köpeğinin bakımı nasıl yapılır [title] Tüm engelleri kaldırın. [adım] Köpeğinizi fırçalamaya hazırlanırken, tasmasının veya başka aksesuarlarının takılı olmadığından emin olun. [title] Hava izin veriyorsa onları dışarıya çıkarın.
Şıklar:
A- [adım] İsviçreli dağ köpekleri dışarıdaki temiz havadan yararlanır, bu nedenle hava çok soğuksa veya kar yağıyorsa, onları gün boyu korunaklı bir alana çıkarmaya çalışın. [alt adımlar] Kış aylarında onları ormana götürmek isteyebilirsiniz.
B- [adım] Mümkün olduğunda, büyük bir etkinlikten önce köpeğinizi dışarı çıkarın. Yoğun dönemlerde köpeğinizin çok fazla güneşe veya sıcağa maruz kalması muhtemeldir ve sıcaklığın aşırı yüksek olduğu yaz aylarında bile kolayca aşırı ısınabilir.
C- [adım] Köpeğinizi parka veya ormanlık alana götürmeyin. Eğitimli olmadığınız veya kediniz olmadığı sürece kürklerini fırçalamanıza gerek yoktur.
D- [adım] Büyük İsviçre dağ köpekleri çok büyük bir cinstir ve yılın belirli dönemlerinde çok fazla tüy dökebilirler. Bunları açık havada veya fayans veya parke zemin gibi süpürülmesi kolay bir kapalı alanda fırçalamayı planlayın.",D,D
"[header] Evinizi elinizde tutmak için borç vereninizle nasıl pazarlık yapabilirsiniz [title] Seçenekleriniz hakkında bilgi edinmek için biraz araştırma yapın. [adım] İnterneti kontrol edin, gazete makalelerini okuyun, kütüphaneyi ziyaret edin ve eyaletinizin haciz kanunları gibi diğer referans materyallerini okuyun. Herhangi bir karar vermeden önce tüm seçeneklerinizi dikkatlice tartın.
Şıklar:
A- Kullanabileceğiniz genel haciz önleme seçenekleri aşağıdakileri içerir: [alt adımlar] İpotek değişikliği. Borç veren, kredi vadesini uzatarak ve faiz oranını düşürerek ve bazen de aylık ödemenizi düşürmek için anaparayı azaltarak mevcut ipoteğinizin mevcut koşullarını değiştirir.
B- [alt adımlar] Pinterest, google finans ve borç verme hırsızlığı gibi web siteleri. Net araştırma yapmak ve belirli gereksinimleri karşılamak için kullanılır.
C- [substeps] Peşinat almaya hak kazanırsanız, borcunuzu kapatmak için daha büyük bir peşinat ödemeniz gerekecektir. Borç vereniniz izin verdiğinde evinizi kiralamayı düşünebilirsiniz.
D- Her birinin artılarını ve eksilerini ve olası durumları yazın. Çoğu durumda, birleşik borçlular, bir borçlunun bir kişi için mülk satın almasına ve bir borçlunun da başka bir kişi için mülk satın almasına izin verir.",A,A
"[başlık] Nasıl hekim asistanı olunur [başlık] Hekim asistanı programları için doğru önkoşulları karşılayın. [adım] Akredite bir doktor asistanlığı okulundan mezun olmanız gerekecek. Ancak çoğu program öncelikle belirli eğitim ve deneyim gereksinimlerini karşılamanızı gerektirir.
Şıklar:
A- Program gereksinimlerinizin belirli bir derece düzeyine girdiğinden emin olun. Tıp asistanı programlarının genel ön koşulu en az 15 yıllık tıp asistanı eğitimidir.
B- Saygın bir mesleği sürdürmek için bu gereksinimleri karşılamanız gerektiğini unutmayın. [alt adımlar] Yüksek lisans mezunu olmanız veya tıp alanında yüksek lisans derecesine sahip olmanız gerekir.
C- Bazı durumlarda önkoşulunuz psikolojiye giriş ve uygulamalı bir ders almak olabilir. [alt adımlar] Programın diğer alanları, madde bağımlılığının iyileştirilmesi konusunda çalışma saatlerinin sürdürülmesini içerebilir.
D- [alt adımlar] Çoğu doktor asistanlığı programı çok seçicidir ve belirli alanlarda yaklaşık iki yıllık üniversite dersi gerektirir. İlgilendiğiniz doktor asistanlığı programının giriş koşullarını önceden araştırın.",D,D
"[başlık] Miyomlar doğal yollarla nasıl küçültülür? [başlık] ""İzle ve bekle"" yöntemi. [adım] Doktorlar, miyomları gereksiz, invaziv prosedürlerle tedavi etmek için proaktif bir yaklaşım benimsiyordu. Ancak artık çoğu doktor, küçük miyomların anormal kanama, kısırlık veya ağrılı adet dönemi gibi önemli sorunlara neden olmadığı durumlarda ""dikkatli beklemeyi"" öneriyor.
Şıklar:
A- [başlık] Miyomların tıbbi etkilerinin nasıl belirleneceğini anlayın. [adım] Süt kaynaklarından üretilen anne sütü, meme ucundaki bakterilere tepki vererek enerji sağlar ve bu da miyomları azaltabilir.
B- Zamanla birçok miyom kendi kendine küçülmeye başlar. [alt adımlar] Miyomlar üreme çağında oluşma, hamilelikle birlikte büyüme ve menopozdan sonra küçülme eğilimindedir.
C- İlaç bastırıcı, sivilceyi, vücuttaki tıkanıklıkları veya sivilceyi tedavi etmek için kullanılan bir ilaç sınıfıdır. Bu, en azından, yaşamın ilerleyen dönemlerinde endişe verici olan, tekrarlanan, potansiyel olarak büyük testislerin ortaya çıkma potansiyelini önlemez.
D- [alt adımlar] Miyomunuzda önemli bir iyileşmenin peşindeyseniz bir doktora görünün. Bir problemin belirtileri şunlardır: Kanamanın artması.",B,B
"Bu kişi dışarıda çimenlik bir alanda tek başına kroket oynuyor. Orası
Şıklar:
A- Yedi ya da sekiz küçük çocuk şemsiyelerin altında tebeşir tahtası üzerinde yeşil toplarla oyun oynuyor.
B- 'nin gökyüzünde çok sayıda bulut var ve mor topu ilk önce o itiyor.
C- Piyasada dolaşan, kroket oyununa, kaldırımdaki ve arka bahçedeki insanlara bakan, çeşitli katılımcıların mevcut olduğu kroket oyununu gözlemleyen ve onunla etkileşime giren birçok insan var gibi görünüyor.
D- birkaç oyuncu daha var ve oyunculardan oluşan bir takım kriket oynuyor.",B,C
"Yaşlı bir adam, bir evin önünde kar kazıyıcıyla arabayı temizlerken gösteriliyor. kamera
Şıklar:
A- onarımları izleyerek yakınlaştırır ve uzaklaştırır.
B- arabanın içinde dönmeye devam ediyor ve aşağı inmeye başlayan hareketli karı gösteriyor.
C- kazıyıcıyla adamın üzerinde ilerlemeye devam ediyor ve parmağını yalıyor.
D- Yaşlı adam karları itmeye devam ederken arabanın etrafında dönüyor.",D,D
"Genç bir adamın bir paspasın önünde durduğu görülüyor. O
Şıklar:
A- daha sonra minderden aşağı koşuyor ve takla atıyor.
B- daha sonra çok sayıda boks eldiveni kullanmaya başlar.
C- tahtasını matın üzerine fırlatıyor.
D- pinataya vurmak için bir sopa kullanır.",A,C
"Bir su kütlesi gösteriliyor. Bir kişi tencerenin kapağını çıkarır. Onlar
Şıklar:
A- çadırlı bir kamp alanını gösterin.
B- torbayı suya batırın.
C- suyu çitin her yerine sürmek için bir fırça kullanın.
D- suya bir balık atarız.",A,D
"[başlık] Yüksek sırt ahizesi nasıl yapılır [başlık] Yüksek ve geri atlama alıştırması yapın. [adım] El yayı yapabilecek kadar yükseldiğinizi hissedene kadar bunu yapmaya devam edin. [title] Eğer jimnastik yapıyorsanız, bir rulo alın, hissedene kadar mümkün olduğu kadar yükseğe zıplayın.
Şıklar:
A- [title] Baş duruşu yapıyorsanız, ellerinizin ve dizlerinizin üzerinde yere basarak başlayın. [adım] Deadlift antrenmanı yapıyorsanız, yerden başlayın, ardından vücut ağırlığınızı iyi hissedene kadar birkaç santim ileri doğru hareket edin.
B- [title] Aynı hissi daha küçük bir silindirde kullanın. [adım] Sırtınıza çok az temas eden veya hiç dokunmayan bir rulo alın.
C- [adım] Daha sonra vücudunuzu başlangıç ​​pozisyonuna indirin ve biraz daha tekrarlayın. [alt adımlar] Eğer yeni başlıyorsanız dağ el yayı yapmayı da deneyebilirsiniz.
D- [adım] Daha sonra matın diğer tarafında da tersini yapın. [title] Kendinizi çok iyi hissettiğinizde, bunu bir el yayı ile tekrar yapın.",B,B
"Dışarı çıkıp çimlerin üzerinde birkaç takla atıyorlar. Kızlar elleri üzerinde yürüyerek bitirirler. müzik için bir kredi
Şıklar:
A- sonunda gösterilmektedir.
B- sonunda kaydedilir.
C- kaydedilir.
D- kızlar için oynanır.",A,C
"[header] Kötü bir gece uykusuyla nasıl başa çıkılır? [title] Biraz fiziksel aktivite yapın. [adım] Kötü bir gece uykusunun ardından kendinizi halsiz hissetmeniz normaldir, ancak uyandığınızda fiziksel bir aktivite yaparsanız kendinizi daha hızlı uyandırabilirsiniz. Vücudunuzu aktif ve uyanık hale getirmek için yaklaşık 10 dakika orta derecede fiziksel aktivite yapmaya çalışın.
Şıklar:
A- [alt adımlar] Kendinizi yorgun hissediyorsanız yoga, squat, step aerobik veya şınav gibi esneme hareketleri yaparak kaslarınızı gevşetin. Yorgun hissediyorsanız koşuya veya yüzmeye gitmeyi düşünün.
B- Yatmadan önce tempolu bir yürüyüş, koşu, bisiklete binme, yüzme veya hafif esneme yapmayı deneyin. [alt adımlar] Yapabileceğiniz bazı egzersizler kardiyo, voleybol ve ağırlıklı atlama gibi anaerobik aerobik egzersizlerdir.
C- [alt adımlar] Vücudunuzun kimyasallarla savaşması ve düzensizliklerden kurtulması için enerji sağlamanın yanı sıra, yapabileceğiniz başka egzersiz türleri de vardır. Yürümek, koşmak ve hatta yoga bile faydalı olabilir.
D- Örneğin şunları deneyebilirsiniz: [alt adımlar] Hızlı bir yürüyüş, hafif bir koşu, işe bisikletle gitmek [başlık] Zihinsel bir aktivite yapın. [adım] Fiziksel ve zihinsel aktiviteleri dönüşümlü olarak yapmak iyi bir fikirdir.",D,B
"[header] Tektaş elmaslar nasıl değerlendirilir [başlık] Bu mükemmel tektaş elması satın almak hiç de zor değildir, özellikle de ne aradığınızı biliyorsanız. [adım] Bir pırlantanın maliyeti hakkında bir sonuca varmanın en iyi yolu, onu neyin arzu edilir kıldığını anlamaktır. Pırlantanın kalitesini ve değerini dört ana kriter belirler: karat ağırlığı, pırlantanın kesimi, berraklığı ve rengi.
Şıklar:
A- Genel kural olarak pırlantaların, taşları yakından inceleyecek bir kuyumcu tarafından satılması gerekir. Çocuklar, gençler ve yaşlıların da hazır, pahalı ve eskimeyen parçaları satın alma olasılıkları yüksektir.
B- [alt adımlar] Esnek elmaslar muhtemelen kütleyi hesaplamanın en ekonomik yoludur, altın ise iyi bir seçimdir. Mm pırlantaların maliyeti mm pırlantalardan daha ucuzdur ancak daha hassas ölçümlerde genellikle paradan tasarruf edersiniz.
C- [title] Gevşek elmasın ağırlığını belirleyin. [adım] Bir elmas normalde karat cinsinden tartılır.
D- Sürekli aşınma ve yıpranma nedeniyle bu kriterleri hiç yansıtmayan pırlantalar bulacaksınız. Bu nedenle kozmetik yıllarında pahalı olan pırlantalar değerini ve dayanıklılığını yansıtmamaktadır.",C,C
"[başlık] Kredi kartı olmadan nasıl kredi oluşturulur? [başlık] Bir daire kiralamak için başvurun. [adım] Şirketler kredi notunuzu kontrol ettiğinde kredi oluşturmanıza yardımcı olur. Bu sorular size kredi teklifine ilgi olduğunu gösteriyor.
Şıklar:
A- Bu soruşturmalar genellikle şirketin kredi notunun rakiplerininkinden önemli ölçüde düşük olması nedeniyle gerçekleşmez. Bu nedenle kiralamalara katılmak ve kredi notunuzun üstünde kalmak önemlidir.
B- Kendi adınıza bir daire kiralamak için başvuruda bulunursanız, kiralama şirketi büyük olasılıkla kredi bürolarına başvuruda bulunacaktır. [alt adımlar] Bir daire kiralamak, ödeme yapmama veya mülke zarar verme riskini taşır.
C- Kiranıza başlamadan önce kredi puanınızı test ettirin. Aylık kiranın %30'un altına düşüp düşmediğini kontrol edin.
D- [alt adımlar] En kısa sürede kredi kartı başvurusunda bulunarak çok daha düşük faiz oranıyla finansman elde edebileceksiniz. Bu size daha düşük bir aylık ödeme getirecektir.",B,B
"[header] Kim olduğunuz için nasıl kabul edilirsiniz [title] Kabul edilmeyi isteyin. [adım] Duruma bağlı olarak, takdir edilmediğiniz veya ortama uyum sağlayamadığınızı hissettiğiniz konusunda başkalarına ne hissettiğinizi dile getirme fırsatınız olabilir. Bazen bu, başkalarının sizin nereden geldiğinizi anlamalarına yardımcı olabilir.
Şıklar:
A- [alt adımlar] Belki öğretmen terfi almıştır ama siz az önce koridordaki sırasını tekmelemiştiniz. Bu, hissettiklerinizi ifade etmeniz için daha nazik bir zamandır.
B- [alt adımlar] Tanıştığınız herkesin neye saygı duyulmasını ve gurur duyulmasını istediğini belirleyin. Sizi iyi tanıyan yabancıları davet ederken onları gruplara ayırın.
C- Bu, sizi tanımayan sınıf arkadaşlarınız veya iş arkadaşlarınız yerine arkadaşlarınız ve ailenizle en iyi sonucu verebilir. [alt adımlar] Kabul edilmeyi istediğinizde kibar ve sakin olun.
D- [alt adımlar] Takdir edilmediğinize dair duygularınız hakkında konuşmaktan rahatsızlık duyuyorsanız, diğer insanların takdir edilmediği bir zamanda ortaya çıkmayı deneyin. Bazen insanların ne söylemeye çalıştığınız hakkında hiçbir fikri olmayabilir, bu yüzden çok fazla konuşmamaya çalışın.",C,C
"[başlık] Çizgili levrek nasıl yakalanır? [başlık] Bir balık bulucu kullanın. [adım] Güvenilir bir balık bulucuyla donatılmış bir tekneye sahip olmak, büyük çizgili levrek arayışınızda kesinlikle yardımcı olacaktır. [alt adımlar] Balık bulucunuzu nasıl çalıştıracağınıza dair sağlam bir anlayışa sahip olmak, çizgili levreklerin toplandığı verimli bir alanın yerini belirlemenize yardımcı olacaktır.
Şıklar:
A- Birçok balık tutma noktasında, ihtiyacınız olması halinde sizin üzerinde çalışabilecek bir ortak bulunacaktır. Daha küçük çizgili levrek avlarken size yardımcı olacak bir evcil hayvanı, balık bulucuyu veya bir arkadaşınızı getirmeyi unutmayın.
B- Çevredeki alanın bir resmini çizin, çizgili levreğin saklanabileceğinden şüphelendiğiniz yerlerin fotoğraflarını çekin. Çizgili levreklerin nerede toplandığını bilmeseniz de oyunun nasıl oynandığını görebileceksiniz.
C- İlgilendiğiniz balıkları bulmanıza yardımcı olacak kaynakları sağlayabilir. Çizgili levrek nasıl yakalanır yazıma sitem için bir başlık düşüneyim: https://eyequestrecorder.com / [title] Gösterilen bir bas bulun.
D- Bu nedenle kullanmadan önce kullanım kılavuzunu iyice okumanız tavsiye edilir. Çizgili levrek tahmin edilemez olabilir; hava durumuna, yılın zamanına ve hatta günün saatine bağlı olarak farklı yerlerde ve farklı derinliklerde bulunabilirler.",D,A
"[header] Adobe Illustrator'da broşür nasıl yapılır [title] Dosyanızı baskıya hazır hale getirerek hazırlayın. [alt adımlar] Letter boyutunda bir belge (11x8,5 inç) oluşturun ve belgenin renk modunu cmyk olarak değiştirin. Bunu dosya] belge renk modu] cmyk rengine giderek yapabilirsiniz.
Şıklar:
A- Belgenin sağ alt köşesindeki görünüme tıklayın. Formata git] ekleyin, yazın veya görüntüyü içe aktarın.
B- Kırmızı, pembe, yeşil, sarı ve koyu sarı gibi renk örnekleri ekleyin. Kendi renklerinizi de seçebileceğinizi unutmayın.
C- Bu belgeyi bir araç çubuğuna yapıştırın ve yazı tipinin doğru mavi ve siyah renkte olduğundan emin olun. [title] Sayfa düzenlendiğinde, bir grup metindeki notları siliyor ve özel genel bakış için satırlar kullanıyorsunuz [title] Photoshop'a gidin ve belgeleri kesin.
D- [başlık] Gerekirse bir metin kodu oluşturun ve yazı tipi rengini 2501.256 (1689) olarak değiştirin. [title] Resim görüntüsünü metin koduna yapıştırın ve kaydedin.",B,A
"[header] Kokuşmuş bir böcek nasıl öldürülür? [title] Bir kavanozu su ve bulaşık deterjanı ile doldurun. [adım] Kavanozun dibini kaplayacak kadar sıvı bulaşık sabunu ekleyin. Kavanozun yarısını ılık suyla doldurun ve karıştırın.
Şıklar:
A- Karışımın diğer yarısını koku böceği ve sabunun bulunduğu kavanoza dökün. [alt adımlar] Suya nane veya limon esansiyel yağı gibi birkaç damla esansiyel yağ damlatın.
B- Ayrıca tadına göre bir galon (3,78 l) sabun eklemelisiniz (2 ölçü su ve 2 ölçü bulaşık deterjanı). Bir hafta boyunca ya da aktif kaldığınız süre boyunca orada olmalıdır.
C- Sofra sabunu veya pis böcekler için özel olarak üretilmiş sabunu seçin. Kokuşmuş böceklere yönelik, mağazadan satın alınan bir temizlik ürünü en iyi sonucu vermelidir.
D- [alt adımlar] Herhangi bir sıvı bulaşık sabunu, ne kadar yumuşak olduğuna veya hangi ek kimyasalları içerebileceğine bakılmaksızın işe yarayacaktır. Doğru boyuttaki kap, kaç tane kötü koku yakalamayı planladığınıza bağlı olacaktır.",D,A
"Sisli bir günde çimlerini biçen bir adam gösteriliyor. İleri geri gidip kameraya bakıyor ve mücadele ediyor gibi görünüyor. O
Şıklar:
A- Düz bir çizgide kaldığından emin olarak ileri geri gider.
B- biçmeye devam ediyor ve kameraya bakıyor ama işi bittiğinde başka bir adama katılıyor.
C- çimlerini biçmeye devam ederken kameraya dönüyor ve gülümsüyor.
D- çim biçme makinesini kapatır ve ileri geri dolaşır.",A,C
"[header] Köpeklerde periodontal hastalık nasıl teşhis edilir? [title] Köpeğinizin nefesini koklayın. [adım] Diğer semptomların yanı sıra periodontal hastalığı olan bir köpeğin ağzındaki bakteriler nedeniyle ağız kokusu da olabilir. Bazı durumlarda ağız kokusu periodontal hastalığın gözle görülür tek belirtisi olabilir.
Şıklar:
A- [alt adımlar] Köpeğinizin nefesi kötü kokuyorsa, ağzında biriken bakteriler nedeniyle seyrek nefes alıyor olabilir. [title] Köpeğinizin çok fazla yemek yemediğine veya içmediğine dikkat edin.
B- [alt adımlar] Köpeğinizin kötü veya taze kokup kokmadığını görmek için nefesini koklayın. Köpeğinizde gözle görülür bir ağız kokusu varsa, sözlü muayene için onu veterinerinize götürün.
C- Köpeğinizin periodontal hastalığı varsa dişlerini günde en az iki kez temizleyip kurulayın. [alt adımlar] Köpeğinizi ne kadar erken temiz havaya maruz bırakırsanız, hastalık ona o kadar çabuk bulaşmaya başlayacaktır.
D- Elbette köpek nefesi tam da budur; bu bir ağız enfeksiyonudur, başka bir şey değil. Son olarak köpeğinizin ağzını kapatın, dişlerine bastırın ve nefesini koklayın.",B,B
"[header] Güven nasıl yeniden inşa edilir? [title] Temiz olun. [adım] Başka birine ihanet eden sensen, itiraf etmelisin. Kişilerarası ilişkilerde, yalandan faydalanacağınız zaman doğruyu söylemek özellikle önemlidir.
Şıklar:
A- Diğer kişiyi gerçekte yapmadığı bir şeye güvenmeye zorlamak, yapabileceğiniz en zarar verici şeydir. [alt adımlar] İnsanlara bir şeyleri gelişigüzel söylemenin sorun olmadığını ve onlara ihanet eden siz değilseniz ilişkinizi kolayca geliştirebileceğinizi unutmayın.
B- [alt adımlar] Yalan söyleyerek kendinizi savunmasız bir güven konumuna sokarsınız. Başka birinin güvenini zedeleme riskiyle karşı karşıyasınız.
C- Başkalarına kötü şeyler söylemek, sonradan pişman olmasanız bile güveninizi zedeleyebilir. [alt adımlar] Sürekli olarak değerli bilgileri saklamanıza neden olan bir ilişki içindeyseniz, daha açık sözlü, ayrıntı vermeye istekli ve dürüst olmayı deneyin.
D- Birine ihanet ettiyseniz, masrafları size ait olmak üzere itiraf etmek, diğer kişiye onun iyiliğinin sizinkinden daha önemli olduğunu söyler. İnkar, özellikle de gerçek zaten açıksa, karşı tarafın güvensizliğinin daha da derinleşmesine neden olur.",D,B
"[header] Tekli göreve nasıl başlanır [title] Çalışma alanınızdan dikkat dağıtıcı unsurları kaldırın. [adım] Yaygın dikkat dağıtıcı unsurları ortadan kaldırarak konsantre olmanıza yardımcı olun: telefonlar, kişisel ve iş bilgisayarları, tek bir göreve odaklanmanızı engelleyen sayısız dikkat dağıtıcı unsur sağlayabilir. Bir görev üzerinde çalışırken telefonunuzu sessize alın ve kişisel e-postanızı kapatın.
Şıklar:
A- Benzer şekilde, evde veya ailenizle birlikteyseniz, dikkatinizi dağıtacak şeyleri engelleyin, böylece yalnızca işinize odaklanabilirsiniz. [başlık] Tek görevlendirmenin sınırlamalarının farkına varın.
B- Bu, gününüzü önceliklendirmenize yardımcı olacaktır. [alt adımlar] Masa saatinizi ve diğer kişisel cihazlarınızı çalışma alanınızdan çıkarın.
C- [alt adımlar] Etrafınızdaki fiziksel dikkat dağıtıcı unsurları da ortadan kaldırabilirsiniz. Bir ofiste çalışıyorsanız kapıyı kapatın ve ""çalışıyorum, lütfen rahatsız etmeyin"" yazan bir tabela asın.
D- Konsantrasyonunuzu engelleyen herhangi bir uygulamayı elinizde tutuyorsanız, bunları tamamen kapatmanız gerekebilir. Seçeneğiniz varsa ofis telefonunuzdaki başlat düğmesine tıklayın.",C,C
"[başlık] Melatonin nasıl alınır [başlık] Melatoninin nasıl çalıştığını bilin. [adım] Melatonin, beyninizde bulunan epifiz beziniz tarafından üretilen doğal bir hormondur. Beyninizdeki belirli yolları aktive etmek için bir nörotransmitter veya kimyasal haberci gibi davranır.
Şıklar:
A- Beyin hücreleriniz ile melatonin hormonu üretmekten sorumlu vücut arasında bir bariyer oluşturur. Ruh halinizi düzenlemek için düzenli dönemler geçirmenin normal bir programı takip etmenizi engelleyebileceğini göreceksiniz.
B- Melatonin almazsanız melatonin salgısını baskılayabilir. [alt adımlar] HPV aşısı (ive), 30 kişide melatonin geliştiren ilk dozdur.
C- Bu aşama başladığında beyniniz melatoninle reaksiyona girer ve oradan yukarıya doğru hareket ederek ağrı ve bir nörotransmiter üretir. [alt adımlar] Bu nörotransmitterlerin semptomları hafiflettiği düşünülür ancak melatoninin dezavantajları da vardır.
D- Bir uyku döngüsü oluşturmadaki rolü kabul edilmiştir; ancak son araştırmalar bunun diğer vücut fonksiyonlarında da rol oynayabileceğini gösteriyor. [alt adımlar] ABD'de melatonin, besin takviyesi olarak reçetesiz satılmaktadır ve bu nedenle FDA tarafından düzenlenmemektedir.",D,D
