question,true_short_answer,predicted_short_answer
"Evlerden gelen atık suların hepsi aynı değildir. Gri su, lavabolardan ve küvetlerden gelen evsel atık suyu ifade eder. İnsana ait biyolojik atıklar içermediğinden kanalizasyon olarak arıtılmak yerine yeniden kullanılabilir. Gri suyun hangi kullanımları iyi yönetimin göstergesidir?
Şıklar:
A. bulaşık yıkamak ve içmek
B. çiçek tarhlarının içilmesi ve sulanması
C. çiçek tarhlarının sulanması ve ağaçların sulanması
D. ağaçları sulamak ve bulaşıkları yıkamak",C,C
"Hücre zarları seçici geçirgen olarak tanımlanır. Dört öğrenciden bunun ne anlama geldiğini açıklamaları istendi ve aşağıda verilen cevaplar verildi. Öğrenci 1: Hücre zarları hücreye tüm maddelerin girmesini engeller. Öğrenci 2: Hücre zarları hücreye yalnızca yapısal destek sağlar. Öğrenci 3: Hücre zarları hangi maddelerin hücreye girdiğini düzenler. Öğrenci 4: Hücre zarları suyun ve suda çözünen maddelerin hücreye girişini sağlar. Hangi öğrenci seçici geçirgen zarın işlevini doğru tanımladı?
Şıklar:
A. Öğrenci 1
B. Öğrenci 2
C. Öğrenci 3
D. Öğrenci 4",C,C
"Keçi enerjisini yediği otlardan alır. Çim enerjisini nereden alır?
Şıklar:
A. toprak
B. Güneş ışığı
C. su
D. hava",B,B
"Bir laboratuvar deneyinde öğrenciler bilinmeyen bir tozun kimliğini test ediyorlar. Tozu dengeye getirmek için en uygun yöntem hangisidir?
Şıklar:
A. transfer kağıdı üzerine fırçayla süpürün
B. laboratuvar spatulasıyla transfer kağıdına alın
C. parmaklarınızla sıkıştırın ve transfer kağıdının üzerine kaldırın
D. şişeden transfer kağıdına dökün",B,D
"Küçük bir çamaşır odasında çamaşır makinesinin üzerinde birkaç raf bulunur. Bu raflar bir örnektir.
Şıklar:
A. duvarı daha da güçlendiriyor.
B. Depolama alanını verimli bir şekilde kullanmak.
C. Bir makineyi birden fazla amaç için kullanmak.
D. barınma ihtiyacını yaratıcı bir şekilde çözmek.",B,B
"Uranüs güneş sisteminin dış gezegenlerinden biridir. Uranüs'ün Güneş'e ortalama uzaklığı 2,87 milyar kilometredir. Uranüs'ün neden uzaya çıkmak yerine kendi yörüngesinde döndüğünü en iyi hangisi açıklıyor?
Şıklar:
A. Neptün'ün yörüngesi Uranüs'ü sınırlar.
B. Yerçekimi Uranüs'ü Güneş'e doğru çeker.
C. Elektromanyetik enerji Uranüs'ü çekiyor.
D. Diğer gezegenler Uranüs ile aynı kütleye sahiptir.",B,B
"Hangisi kimyasal değişimdir?
Şıklar:
A. yumurta kızartmak
B. kaynayan su
C. cam bardak kırmak
D. bir parça ekmeği ezmek",A,B
"Bulutların oluşmadan önce ne olması gerekir?
Şıklar:
A. Su buharının ısınması gerekir.
B. Su buharı ısı enerjisini kaybetmelidir.
C. Yağış düşmeye ve akmaya başlamalıdır.
D. Terlemenin atmosfere su buharı eklemesi gerekir.",B,A
"Bir öğrenci hangi nesneleri kompost yığınına yerleştirerek kaynakları koruyabilir?
Şıklar:
A. gübreler
B. Fasulye bitkileri
C. cam bardaklar
D. plastik pipetler",B,B
"Bir hayvanın altı bacağı vardır. Olması en muhtemel şey nedir?
Şıklar:
A. örümcek
B. Bir sinek
C. bir kertenkele
D. bir kırkayak",B,D
"Ana bir kros koşucusu. Yarışı bitirdikten sonra termal enerjinin açığa çıkması nedeniyle ısındığını fark etti. Termal enerjinin en olası kaynağı hangisidir?
Şıklar:
A. hava sürtünmesi
B. güneşten ısı emiliyor
C. absorbe edilen mekanik enerji
D. vücudunda meydana gelen enerji dönüşümleri",D,D
"Aşağıdaki organlardan hangisi karın bölgesinde yer almaz?
Şıklar:
A. karaciğer
B. böbrek
C. karın
D. mesane
E. kalp",E,E
"Her yıl yaklaşık 50 milyon dönüm tropikal yağmur ormanı yok ediliyor. Bu ormanların temizlenmesi büyük olasılıkla hangi etkiyi doğurur?
Şıklar:
A. toprak erozyonunda azalma
B. biyolojik çeşitlilikte azalma
C. hava kalitesinde iyileşme
D. su kalitesinde iyileşme",B,B
"Avustralya'da gün ortası sıcaklıkları 43°C'nin (110°F) üzerine çıkabilir. Kangurular vücutlarını serin tutmak için kollarını yalar ve üzerlerini kalın bir tükürük tabakasıyla kaplarlar. Tükürük buharlaştıkça soğutma mekanizması görevi görür ve kangurunun vücut ısısını düşürür. Bu aktiviteyi en iyi tanımlayan terim hangisidir?
Şıklar:
A. Doğal seçilim
B. savunma mekanizması
C. yapısal uyarlamalar
D. davranışsal adaptasyonlar",D,D
"Bitkilerde ve hayvanlarda eşeyli üremenin rolünü hangisi tanımlar?
Şıklar:
A. tüm organizmaların benzer görünmesini sağlar
B. türün devamını sağlar
C. ebeveynlere benzeyen yavrular üretir
D. herhangi bir popülasyonun büyüklüğünü uzun bir süre boyunca arttırır",B,B
"Listelenen seçeneklerden hangisi doğal dünyayı bir model kullanarak temsil ediyor?
Şıklar:
A. çayır köpeği topluluğu hakkında bir kitap okumak
B. bir çayır köpeği topluluğunun resmine bakmak
C. İnterneti kullanarak bir çayır köpeği topluluğunu araştırmak
D. Hayvanat bahçesindeki bir sergide çayır köpeği topluluğunu gözlemlemek",D,B
"Son zamanlarda geyik popülasyonunun boyutu arttı. Hangisi geyik popülasyonunun artmasına neden olmuş olabilir?
Şıklar:
A. Bir hastalık yayılıyordu.
B. Yaşam alanları yok edildi.
C. Besin kaynakları bulmak zordu.
D. Yırtıcıları ortadan kayboluyordu.",D,D
"Bir öğrenci bir numunenin kütlesini üçlü ışın terazisi üzerinde belirler. Öğrenci bir sonraki numunenin kütlesini belirlemeden önce ne yapmalıdır?
Şıklar:
A. tavanın yüksekliğini ayarlayın
B. tüm sürücüleri sıfıra taşı
C. kirişleri hızla yukarı ve aşağı hareket ettirin
D. toplu işaretlerin konumunu ayarlayın",B,B
"Kayalar bazen eski buzulların izlerini taşır. Buzulların bir zamanlar bir alanı kapladığının en iyi işareti hangisidir?
Şıklar:
A. Kayalarda çok sayıda çizik var.
B. Kayaçlar fosil içerir.
C. Kayalar yosunla kaplı.
D. Kayalar yeraltının derinliklerindedir.",A,B
"Oda sıcaklığında gaz olan iki elementten gaz halinde olmayan hangi bileşik yapılabilir?
Şıklar:
A. su
B. sofra tuzu
C. Demir oksit
D. karbon dioksit",A,D
"Aşağıdaki değişikliklerden hangisi ısının uzaklaştırılmasıyla meydana gelir?
Şıklar:
A. Katının gaza dönüşmesi.
B. Sıvı gaza dönüşür.
C. Katının sıvıya dönüşmesi.
D. Sıvı katı hale dönüşür.",D,B
"Bunların hepsi elektrik çevresinde güvende kalmanın yollarıdır, ancak
Şıklar:
A. elektrik hatlarından uzak durmak.
B. iyi durumdaki kabloları kullanın.
C. birçok cihazı tek bir prize takmak.
D. elektriği sudan uzak tutmak.",C,"A, D"
"Bir öğrenci bir ağaca 10 Newton (N) kuvvetle itiyor. Ağaç hareket etmiyor. Ağacın öğrenciye uyguladığı kuvvetin miktarı nedir?
Şıklar:
1. 0 N
2. 5 N
3. 10 N
4. 20 N",3,1. A
"Yeni teknolojiler, otomobil üreticilerinin yakıt tasarruflu hibrit otomobilleri pazarlamasına olanak tanıdı, ancak hibrid otomobillerin hizmet ömürlerinin sonunda imha edilmesi bir sorun teşkil ediyor. Hangi soru hibrit araçlara özgü bir imha sorununu temsil ediyor?
Şıklar:
A. Pillerin geri dönüşümü için ne yapılacak?
B. Klima sistemindeki soğutucu akışkanla ne yapılacak?
C. Benzin deposundaki, radyatördeki ve akülerdeki sıvılar ne yapılacak?
D. Araçlardaki plastik malzemeler ne yapılacak?",A,A
"Mg(OH)2 bileşiğinde kaç element vardır?
Şıklar:
A. 2
B. 3
C. 4
D. 5",B,C
"İki kimyasal, buzlu su banyosunda duran bir beherde karıştırılır. Kimyasallar bir dakika boyunca reaksiyona girdiğinde sudaki buz erir. Ne tür bir reaksiyon meydana geliyor?
Şıklar:
A. enerjinin emildiği endotermik
B. enerjinin açığa çıktığı endotermik
C. enerjinin emildiği ekzotermik
D. enerjinin açığa çıktığı ekzotermik",D,D
"Aşağıdaki insan özelliklerinden hangisinin kalıtsal olarak geçme olasılığı en düşüktür?
Şıklar:
A. yükseklik
B. göz rengi
C. saç rengi
D. parmak izleri",D,D
"Asitli bir gıdayı en çok hangi madde nötralize eder?
Şıklar:
A. süt ürünleri(pH 5-7)
B. su (pH 6-7)
C. turunçgiller (pH 2-3)
D. kabartma tozu (pH 8-9)",D,C
"Zamanla gıdaları dünyanın her yerine gönderme yeteneği gelişti. Bu nakliye iyileştirmelerinin insanlar üzerinde yarattığı en muhtemel etki hangisidir?
Şıklar:
A. Yiyecek alışverişi için gereken süreyi artırdılar.
B. Bakkalların sayısını azalttılar.
C. Buzdolabına olan ihtiyacı azalttılar.
D. Satışa sunulan yiyecek çeşitlerini artırdılar.",D,D
"Gabro ve bazalt magmatik kayaçlar olarak sınıflandırılır. İsimleri farklı olsa da kimyasal bileşimleri aynıdır. Jeologlar normalde bu iki kaya türü arasında ayrım yapmak için tanımlama amacıyla hangi özelliği kullanırlar?
Şıklar:
A. renk
B. doku
C. sertlik
D. Menşei",D,B
"Soğuk günlerde, yılanlar genellikle çok hareketsiz yatar ve çok az yemek yer veya hiç yemez, kuşlar ise genellikle etrafta dolaşıp çok fazla yemek yerler. Bunu en iyi açıklayan ifade hangisidir?
Şıklar:
A. Her iki hayvan da soğukkanlıdır, ancak ısınmak için tüyleri olmadığından yılanlar hareket edemeyecek kadar soğurlar.
B. Kuşların aksine yılanlar sıcakkanlıdır; soğuk havalarda kış uykusuna yatmaları gerekir.
C. Yılanların aksine kuşlar soğukkanlıdır; soğuktan yılanlara göre daha az etkilenirler.
D. Yılanların aksine kuşlar sıcakkanlıdır; sabit bir sıcaklığı korumak için yemek yemeleri gerekir.",D,B
"Bir öğrencinin bir deneyi tekrarlayabilmesi için hangi adımı atması gerekir?
Şıklar:
A. deneyi defalarca yapın
B. tüm prosedürlerin kaydını tutun
C. deneyin kurulumunun bir modelini yapın
D. deneyin bazı koşullarını değiştirmek",B,B
"Birkaç farklı boyuttaki filtre kağıdı diski bir çözeltiye batırılır ve gaz üretecek bir reaksiyonun gerçekleşeceği başka bir çözeltiye yerleştirilir. Gaz kabarcıkları filtre kağıdı üzerinde toplanır ve filtre kağıdının çözeltinin üstüne çıkmasını sağlar. Aşağıdakilerden hangisi bu deney sırasında yapılmayacak ölçümlerden biridir?
Şıklar:
A. üretilen kabarcıkların sayısı
B. filtre kağıdının yükseldiği mesafe
C. filtre kağıdı disklerinin çapı
D. filtre kağıdının yükselmesi için geçen süre",A,C
"Jeolojik bir değişim, bir kurt popülasyonunu iki yeni popülasyona ayırır. Genetik sürüklenme, zaman içinde iki yeni popülasyonda doğrudan hangi etkiye neden olur?
Şıklar:
A. Mutasyon oranları artıyor.
B. Alellerin varlığı ve dağılımı birbirinden farklıdır.
C. Aynı seçilim baskılarına farklı tepkiler veriyorlar.
D. Özelliklerin tekdüzeliğini korumak için melezlenirler.",B,B
"Mutfakta hangi görev fiziksel değişime örnektir?
Şıklar:
A. yumurta kızartmak
B. kek pişirmek
C. tereyağı eritmek
D. ekmek kızartmak",C,C
"Bitkiler hangi gazı açığa çıkarır?
Şıklar:
A. Hidrojen
B. Azot
C. Oksijen
D. Helyum",C,C
"Dünyanın kendi ekseni etrafında yedi kez dönmesi ne kadar sürer?
Şıklar:
A. Bir gün
B. bir hafta
C. bir ay
D. bir yıl",B,C
"Sokak haritaları iki boyutlu modellere örnektir. Temel bir harita kullanılarak hangi bilgiler belirlenemez?
Şıklar:
A. bir yerden bir yere mesafe
B. kuzey, güney gibi yönler
C. otoyol ve yol adları
D. deniz seviyesinden mesafe gibi yükseklikler",D,D
"Beherin tabanının dışında su damlacıkları bulunan bir beherde iki kimyasal reaksiyona giriyor. Su damlacıkları donuyor. Hangi ifade reaksiyonu en iyi şekilde tanımlar?
Şıklar:
A. Enerji emildiği için endotermiktir.
B. Enerji açığa çıktığı için endotermiktir.
C. Ekzotermiktir çünkü enerji emilir.
D. Ekzotermik çünkü enerji açığa çıkar.",A,D
"Bir öğrenci farklı ağaç türlerini araştırıyor. İki ağacın benzer büyüme hızlarına, sıcaklık aralıklarına ve boyutlara sahip olduğu ancak yaprak ve çiçeklerinin farklı olduğu bulundu. Ağaçlar büyük olasılıkla
Şıklar:
A. aynı tür.
B. aynı cins.
C. farklı bir krallık.
D. farklı bir filum.",B,B.
"Birçok ev tepelerin yamaçlarına inşa edilmiştir. Bu eylemlerden hangisi şiddetli yağışlardan sonra evlerin tepelerden aşağı kaymasını en iyi şekilde önler?
Şıklar:
A. Tepenin eğimini arttırmak
B. tepeye herbisit püskürtmek
C. tepeye bitki eklemek
D. tepedeki çimlerin kaldırılması",C,A
"İki tür modern balina vardır: dişli balinalar ve balenli balinalar. Balenli balinalar, ağızlarının çatısında büyüyen lifli proteinlerden oluşan plakalar olan balenleri kullanarak sudaki planktonları filtreler. Dişi balinaların embriyolarının üst çenelerinde dişler bulunur. Embriyolar geliştikçe dişlerin yerini balen alır. Aşağıdaki sonuçlardan hangisi bu bilgiyle en iyi şekilde desteklenmektedir?
Şıklar:
A. İlkel balinaların yetişkin olduklarında dişleri vardı.
B. Dişli balinalar, balenli balinalardan türemiştir.
C. Balenli balinalar dişli balinalara dönüşüyor.
D. Modern balenli balinaların torunları, yetişkin olduklarında hem dişlere hem de balenlere sahip olacaklar.",A,D
"Dünya'dan gündüz gökyüzünde güneşi, gece gökyüzünde ise diğer yıldızları görüyoruz. Gece yıldızları küçük ışık noktalarına benzer. Hangi ifade gece yıldızlarının neden güneşten çok daha küçük göründüğünü açıklar?
Şıklar:
A. Yıldızlar çok daha küçüktür.
B. Gökyüzü geceleri çok daha karanlıktır.
C. Yıldızlar çok daha uzakta.
D. Ay, yıldız ışığının çoğunu engeller.",C,C
"İki saf madde birleşerek yeni bir madde oluşturur. Yeni madde fiziksel olarak ayrılamaz ve orijinal maddelerin her birinden farklı bir kaynama noktasına sahiptir. Bu yeni madde en iyi şekilde şu şekilde sınıflandırılabilir:
Şıklar:
A. bir atom.
B. Bir karışım.
C. bir element.
D. bir bileşik.",D,D
"Dondurucudaki buz küpleri eriyor. Buz küplerinin erimesine neden olan değişiklik büyük olasılıkla hangisidir?
Şıklar:
A. buz küplerinin kütlesinde azalma
B. buz küplerinin kütlesinde bir artış
C. dondurucunun içindeki sıcaklıkta bir azalma
D. dondurucunun içindeki sıcaklığın artması",D,D
"Yağmur ormanlarının ormansızlaşması süreci küresel ölçekte ekosistemleri etkiliyor. Yaban hayatı, insanlar ve iklim etkilenebilir. Ormansızlaşmanın uzun vadeli etkilerinden biri de
Şıklar:
A. organizmaların nesli tükenebilir.
B. Biyolojik çeşitlilik artmaya devam edecek.
C. ilaç yapımında kullanılan daha fazla bitki keşfedilebilir.
D. Gelecekteki organizmaların gen havuzunda bir artış olacak.",A,A
"Öğrenciler meşe ağacının yapraklarının ne kadar büyük olduğunu bilmek isterler. Yaprakların boyutunu ölçmenin EN İYİ yolu ___'dir.
Şıklar:
A. bir hikaye oku
B. cetvel kullan
C. bazı yaprakları kes
D. büyüteç kullan",B,B
"Marketlerde satılan balıkların bir kısmı balık çiftliklerinde yetiştirilmektedir. Daha fazla balık çiftliği kurulduğunda en çok hangi grup zarar görecek?
Şıklar:
A. bakkal dükkanı sahibi insanlar
B. balık taşıyan kamyon şoförleri
C. doğadan balık satan insanlar
D. çiftlikleri inşa eden inşaat işçileri",C,C
"Bir grup öğrenci fasulye bitkileri üzerinde çalışıyor. Aşağıdaki özelliklerin tümü, çevredeki değişikliklerden etkilenir.
Şıklar:
A. yaprak rengi.
B. tohum türü.
C. fasulye üretimi.
D. Bitki boyu.",B,"C, D, A"
"Maryland ve çevresinde birçok doğal kaynak bulunmaktadır. Bu doğal kaynakların bir kısmı yenilenebilir, bir kısmı ise yenilenemez. İnsanlar günlük aktivitelerde her iki tür kaynağı da kullanırlar. Doğal kaynakların kullanılması sıklıkla atık ürünler üretir. Geri dönüşüm merkezleri, insanların yeni ürünler yapmak için yeniden kullanılabilecek malzemeleri aldıkları yerdir. Kağıdın geri dönüştürülmesi çevreyi nasıl olumlu etkiler?
Şıklar:
A. hava kirliliğini azaltır
B. toprak erozyonunu artırır
C. kesilen ağaçları azaltır
D. Habitat tahribatını artırıyor",C,A
"Yeni bir bitkinin büyüyebilmesi için hangisinin gerçekleşmesi gerekir?
Şıklar:
A. Yapraklar bir gövdeden büyür.
B. Böcekler yaprakların ilgisini çeker.
C. Bir çiçek toprağa düşer.
D. Bir tohum filizlenerek fideye dönüşür.",D,D
"Bir araştırmacı, su sıcaklığının göldeki belirli bir balık türünün büyüme oranını etkileyip etkilemediğini belirlemek için bir araştırma yürütüyor. Araştırmacı balığın kütlesini belirlerken hangi birimi kullanacaktır?
Şıklar:
A. santimetre
B. kilometre
C. gram
D. litre",C,C
"Ürdün, bir bilim fuarı projesi için mahallenin farklı bölgelerinde hangi tür böceklerin yaşadığına dair veri topluyor. Böcekleri topluyor ve onları tanımlamak için bir saha rehberi kullanıyor. Jordan toplanan her böcek için defterine hangi bilgileri kaydetmelidir?
Şıklar:
A. böceğin büyüklüğü ve bacak sayısı
B. Böceğin adı ve bulunduğu yer
C. Böceğin ağırlığı ve toplanma zamanı
D. böceğin rengi ve vücut bölümlerinin sayısı",B,B
"Aşağıdakilerden hangisi tüm hücrelerin görevidir?
Şıklar:
A. fotosentez yoluyla oksijen üretmek
B. diğer hücrelerle birleşerek doku oluşturmak
C. eşeyli üreme için gerekli hücreleri oluşturmak üzere alt bölümlere ayrılmak
D. genetik bilgiyi bir nesilden diğerine aktarmak",D,D
"Bir öğrenci, su asitliğinin bir akarsuyun erozyon hızı üzerindeki etkisini test etmek için bir akarsu tablosu kullanmak istiyor. Bu deneyde hangi değişken sabit olmalıdır?
Şıklar:
A. masanın eğim açısı
B. suyun asitliği
C. aşınmış tortu miktarı
D. tortunun aşınma hızı",A,D
"Bir öğrenci eski benzinin neden asla toprağa dökülmemesi gerektiğinin en önemli nedenini gösteren bir model oluşturmak istiyor. Aşağıdakilerden hangisi modelde yer almalıdır?
Şıklar:
A. Topraktan buharlaşan benzin
B. Benzin toprakta alev aldı
C. eski bir septik sistemi kirleten benzin
D. Benzin yer altı sularına akıyor",D,D
"Suyun sentezine ilişkin denklem aşağıda verilmiştir. 2H_{2} + O_{2} -> 2H_{2}O 36,0 gram su üretmek için kaç gram oksijen gazına ihtiyaç vardır?
Şıklar:
A. 9.00 gram
B. 16.0 gram
C. 32.0 gram
D. 40.0 gram",C,C
"Hangi hayvan büyük olasılıkla olduğu yerde kalır?
Şıklar:
A. orman yangınında tilki
B. göleti kurumuş bir kurbağa
C. barajını inşa etmeyi yeni bitirmiş bir kunduz
D. Kuraklık yüzünden yiyeceği biten bir tavşan",C,B
"Aşağıdaki ifadelerden hangisi insanların doğal çevreyi nasıl değiştirdiğine örnektir?
Şıklar:
A. Rüzgar ve yağmur buğday bitkilerini yok eder.
B. Güneşin enerjisi buğday bitkisinin büyümesine yardımcı olur.
C. Buğday ekimine yer açmak için ormanlar temizleniyor.
D. Bir buğday bitkisinin tohumları rüzgârla etrafa saçılır.",C,C
"Yaprak döken ağaçlardan orman zeminine yapraklar düşüyor. Bu yapraklar yavaşça çürür ve üst toprağın bir parçası haline gelir. Hangi değişikliğin üst toprakta bulunan besin maddeleri üzerinde olumlu bir etkiye sahip olma olasılığı en yüksektir?
Şıklar:
A. sıcaklıkta azalma
B. biyolojik çeşitlilikte azalma
C. yırtıcıların sayısında artış
D. ayrıştırıcıların sayısındaki artış",D,D
"Çiftlik akışından okyanusa giren gübreler bir artışa neden olabilir
Şıklar:
A. yağış.
B. hayvan popülasyonları.
C. alglerin çoğalması.
D. okyanus suyunun buharlaşması.",C,C
"Bir çayır ekosisteminde kartal popülasyonu aniden azalırsa bunun ekosistemin geri kalanı üzerindeki etkisi ne olur?
Şıklar:
A. Ekosistem yılanlarla dolup taşacak.
B. Ekosistemdeki yılan popülasyonunda azalma yaşanacak.
C. Ekosistemdeki toprağın beslenmesi azalacaktır.
D. Ekosistemde daha fazla bitki türü büyümeye başlayacak.",A,B
"Öğrenciler bir kavanoz suya tuzu, ikinci bir kavanoz suya da biberi sallarlar. Hangi ifade iki kavanozu en iyi şekilde karşılaştırır?
Şıklar:
A. Sadece tuz ve su karışımdır.
B. Sadece biber ve su bir çözümdür.
C. Her iki kavanoz da çözeltiler içerir.
D. Her iki kavanoz da karışımlar içerir.",D,C
"Organizmaların büyümesi ve faaliyetleri kayaların kimyasal olarak ayrışmasını hızlandırabilir. Kayaların kimyasal ayrışmasının çoğuna doğal olarak hangi organizmalar neden olur?
Şıklar:
A. Küçük memeliler
B. bitki fideleri
C. yosunlar
D. haşarat",C,C
"Jeologlar kayaların bağıl yaşını belirlemek için sıklıkla kütle spektrometrelerini kullanırlar. Bir spektrometre, kaya örneklerindeki izotop oranlarını ayırt edebilir ve hangi iki izotopu içeren radyoaktif bozunmayı hesaplayabilir?
Şıklar:
A. Uranyum - Kurşun
B. Rubidyum - Stronsiyum
C. Potasyum - Argon
D. Uranyum - Stronsiyum",A,C
"Yeni kanıtlar, plakalar üzerindeki ""bükülme"" baskılarına tepki olarak ""sıcak noktaların"" oluşabileceğini öne sürüyor. Bu gerilimlerin en sonunda sıcak nokta bölgesindeki tektonik plakanın parçalanmasıyla sonuçlanabileceği teorik olarak öne sürülüyor. Tektonik bir plakanın bölünmesinden en çok hangi coğrafi özellikler etkilenir?
Şıklar:
A. Himalayalar
B. Hawaii Adaları
C. San Andreas Fayı
D. Orta Atlantik Sırtı",B,D
"Ay, Dünya'nın kütlesinin yaklaşık 1/80'i ve çapının yaklaşık 1/4'ü olmasına rağmen, Ay ile Dünya arasındaki çekim kuvveti, Dünya'daki koşulları etkiler. Ay, Dünya ile hemen hemen aynı büyüklükte ve kütlede olsaydı büyük olasılıkla hangisi meydana gelirdi?
Şıklar:
A. Dünya'da daha küçük gelgitler olurdu.
B. Dünya'da daha büyük gelgitler olurdu.
C. Nesneler Dünya'da daha ağır olacaktır.
D. Nesneler Dünya'da daha az ağırlığa sahip olacak.",B,B
"Büyük bir şirketin araştırma ve geliştirme departmanının en önemli işlevi aşağıdakilerden hangisidir?
Şıklar:
A. ürünleri oluşturmak, test etmek ve geliştirmek
B. ürünlerin üretimini yönetmek
C. Müşterileri ürünleri satın almaya ikna etmek
D. Ürünleri perakende mağazalara etiketlemek, paketlemek ve göndermek",A,A
"Aşağıdakilerden hangisi fotosentez ürünüdür ve hücresel solunumun bir gereğidir?
Şıklar:
A. karbon dioksit
B. glikoz
C. su
D. Güneş ışığı",B,B
"Aşağıdakilerden hangisi tüm hücrelerin görevidir?
Şıklar:
A. kandaki besinleri ve gazları absorbe etmek
B. yaşamı sürdürmek için yiyeceklerden enerji elde etmek
C. su ve karbondioksit kullanarak yiyecek üretmek
D. bir organizmaya şekil ve yapısal destek vermek",B,D
"Domates bitkileri sıcak havalarda yetişir. 24 Sıcaklık iki gün üst üste 32°F'nin altına düşerse domates bitkilerine büyük olasılıkla ne olacak?
Şıklar:
A. Ölecekler.
B. Göç edecekler.
C. Kış uykusuna yatacaklar.
D. Daha hızlı büyüyecekler.",A,A
"İki öğrenci birer kutuyu binanın üçüncü katına çıkarıyor. Her öğrencinin ve taşıdığı kutunun toplam kütlesi aynıdır. Roberta bu yolculuğu 45 saniyede, Mary ise 30 saniyede tamamlıyor. Aşağıdaki ifadelerden hangisi bu görevi en iyi şekilde tanımlamaktadır?
Şıklar:
A. Roberta, Mary'den daha fazla toplam iş yapıyor.
B. Mary, Roberta'dan daha fazla toplam iş yapıyor.
C. Roberta'nın Mary'den daha büyük bir güç çıkışı var.
D. Mary'nin Roberta'dan daha büyük bir güç çıkışı var.",D,B
"Kabartma tozu ve sirkeyi karıştırmak, çözeltinin sıcaklığının düşmesine ve karbondioksit salınmasına neden olur. Bu araştırmayla ilgili hangi sonuç geçerli değildir?
Şıklar:
A. Kimyasalların karıştırılması ısıyı absorbe etmelerine neden oldu.
B. Kimyasal bir reaksiyon meydana geldi.
C. Yeni unsurlar oluştu.
D. Prosedür bir gazın oluşmasına neden oldu.",C,A
"Pek çok bilim insanı fosil yakıtların yakılmasının atmosferdeki karbondioksit miktarını artırdığını düşünüyor. Karbondioksit artışının gezegen üzerinde büyük olasılıkla nasıl bir etkisi olur?
Şıklar:
A. daha serin bir iklim
B. daha sıcak bir iklim
C. daha düşük bağıl nem
D. atmosferde daha fazla ozon",B,B
"Aşağıdakilerden hangisi kayaların aşınmasından EN AZ sorumludur?
Şıklar:
A. donmak
B. bitki büyümesi
C. yağmur
D. yıldırım",D,C
"Bir türün üyeleri arasındaki çeşitlilik önemlidir çünkü çeşitlilik
Şıklar:
A. yüksek düzeyde rekabet sağlar.
B. Mevcut ekosistem kaynaklarını arttırır.
C. Bir türün üreme yöntemlerinin çeşitliliğini sağlar.
D. Değişen koşullar altında hayatta kalma şansını artırır.",D,D
"Aşağıdaki alanlardan hangisinin gnays ve şist gibi metamorfik kayaçları oluşturma olasılığı en yüksektir?
Şıklar:
A. deniz tabanı
B. rüzgarlı bir çöl
C. yerin derinliklerinde bir site
D. bir buzulla kaplı bir alan",C,C
"Bir zamanlar canlı organizmaların cansız maddelerden gelebileceği düşünülüyordu. Örneğin insanlar sineklerin çürüyen etlerden gelişeceğine inanıyordu. Bu fikir daha sonra öncelikle şu nedenlerden dolayı çürütüldü:
Şıklar:
A. atomun keşfi.
B. daha iyi cerrahi teknikler.
C. denemelere devam edildi.
D. mikroskobun icadı.",C,D
"Aşağıdakilerden hangisi New England'daki birçok kuş türünün neden kış aylarında güneye uçtuğunu en iyi şekilde açıklıyor?
Şıklar:
A. kış uykusuna yatacak bir yer bulmak için
B. güçlü güneş ışığından uzaklaşmak
C. daha fazla yiyeceğin olduğu bir ortam bulmak
D. kalabalık ortamlardan uzaklaşmak",C,C
"Bir öğrenci tuz ve su karışımının kaynama noktasını ölçüyor. 105°C'lik bir sıcaklık ölçümü alıyor. Sonuçların geçerli olmasını sağlamanın en iyi yolu hangisidir?
Şıklar:
A. soruşturmayı tekrarla
B. suyun hacmini değiştirmek
C. karışıma daha fazla tuz ekleyin
D. araştırmayı tuzsuz yapın",A,C
"Mikroskop, bir nesneyi 50x büyütme ile büyütür. Görüntü 0,5 cm uzunluğunda görünüyorsa nesnenin uzunluğu ne kadardır?
Şıklar:
A. 100 cm
B. 25 cm
C. 2,5 cm
D. 0,01 cm",D,C
"James bir tavaya biraz su koydu. Tavayı ocağa koydu ve ocağın altını kıstı. Suya ne olacak?
Şıklar:
A. Su eriyecek.
B. Su buharlaşacaktır.
C. Su katı hale gelecektir.
D. Su küçük damlacıklar halinde yoğunlaşacaktır.",B,B
"Doğal seçilimle ilgili olarak ""En uygun olanın hayatta kalması"" ifadesini en doğru şekilde tanımlayan faktör hangisidir?
Şıklar:
A. mutasyon oranı
B. yavruların üreme yeteneği
C. organizmanın elde ettiği besin miktarı
D. çevresel aşırılıklara dayanma yeteneği",B,D
"Bir katı ısıtıldığında aşağıdaki değişikliklerden hangisi meydana gelir?
Şıklar:
A. Katının kinetik enerjisi azalır.
B. Katının ortalama yoğunluğu artar.
C. Katının özgül ısı kapasitesi azalır.
D. Katıdaki ortalama moleküler hız artar.",D,D
"Kobaylarda siyah kürk beyaz kürke baskındır. İki siyah gine domuzu (Bb) çaprazlanırsa yavrularının kürkü ne renk olur?
Şıklar:
A. %100 siyah
B. %100 beyaz
C. %50 siyah, %50 beyaz
D. %75 siyah, %25 beyaz",D,C
