ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,question,answer,answerKey
34068,Kişisel Bakım ve Stil,"[header] Kına külahı nasıl yapılır [title] Malzemelerinizi toplayın. [adım] Tek ihtiyacınız olan bir mylar veya selofan kağıdı, bant ve makastır. [başlık] Mylar hediye paketi kağıdından veya selofan kağıdından 12 ""x12"" (30,5 x 30,5 cm) boyutunda bir kare kesin.",,"[header] Kına külahı nasıl yapılır [title] Malzemelerinizi toplayın. [adım] Tek ihtiyacınız olan bir mylar veya selofan kağıdı, bant ve makastır. [başlık] Mylar hediye paketi kağıdından veya selofan kağıdından 12 ""x12"" (30,5 x 30,5 cm) boyutunda bir kare kesin.","['[başlık] İki köşeye siyah bir fitil, dekoratif bir iplik ve kırmızı bir ipek kurdele takın. [adım] İpek kullanıyorsanız kırmızı kurdele veya siyah ip kullanmayı düşünün.'
 '[adım] Plastik fermuarlı bir dondurucu torbası da işe yarayacaktır, ancak o kadar da işe yaramayacaktır. Daha küçük boyutlu bir koni için daha küçük bir kare, daha büyük bir koni için daha büyük bir kare kesmeniz gerektiğini unutmayın.'
 '[başlık] Sayfayı diğer tarafa katlayın. [adım] [başlık] Çift taraflı bant veya maskeleme bandı kullanarak sayfayı yerine bantlayın.'
 '[adım] Her karenin genişliği yaklaşık 24 inç (61 cm) olmalıdır. [başlık] Her bir karenin kenarını kesin.']",wikihow~56114,val,zeroshot,1,"[header] Kına külahı nasıl yapılır [title] Malzemelerinizi toplayın. [adım] Tek ihtiyacınız olan bir mylar veya selofan kağıdı, bant ve makastır. [başlık] Mylar hediye paketi kağıdından veya selofan kağıdından 12 ""x12"" (30,5 x 30,5 cm) boyutunda bir kare kesin.
Şıklar:
A- [başlık] İki köşeye siyah bir fitil, dekoratif bir iplik ve kırmızı bir ipek kurdele takın. [adım] İpek kullanıyorsanız kırmızı kurdele veya siyah ip kullanmayı düşünün.
B- [adım] Plastik fermuarlı bir dondurucu torbası da işe yarayacaktır, ancak o kadar da işe yaramayacaktır. Daha küçük boyutlu bir koni için daha küçük bir kare, daha büyük bir koni için daha büyük bir kare kesmeniz gerektiğini unutmayın.
C- [başlık] Sayfayı diğer tarafa katlayın. [adım] [başlık] Çift taraflı bant veya maskeleme bandı kullanarak sayfayı yerine bantlayın.
D- [adım] Her karenin genişliği yaklaşık 24 inç (61 cm) olmalıdır. [başlık] Her bir karenin kenarını kesin.","[adım] Plastik fermuarlı bir dondurucu torbası da işe yarayacaktır, ancak o kadar da işe yaramayacaktır. Daha küçük boyutlu bir koni için daha küçük bir kare, daha büyük bir koni için daha büyük bir kare kesmeniz gerektiğini unutmayın.",B
9474,Bilgisayarlar ve Elektronik,"[header] Kol düğmeleri nasıl takılır [title] Doğru gömleği giyin. [adım] Kol düğmeleri en çok Fransız manşetli (çift manşet olarak da bilinir) elbise gömlekleriyle giyilir. Bu tür gömleklerde, manşet malzemesinin üzerine katlanarak katmanlar oluşturan ekstra uzun manşetler bulunur.",,"[header] Kol düğmeleri nasıl takılır [title] Doğru gömleği giyin. [adım] Kol düğmeleri en çok Fransız manşetli (çift manşet olarak da bilinir) elbise gömlekleriyle giyilir. Bu tür gömleklerde, manşet malzemesinin üzerine katlanarak katmanlar oluşturan ekstra uzun manşetler bulunur.","['Fransız manşetlerin yanlarında manşeti bağlamak için düğmeler yoktur. Bunun yerine manşetin her iki yanında kol düğmelerinin eklendiği küçük delikler bulunur.'
 'Bu tip gömlekler hem ısıdan korunmaya hem de kolay ayarlamaya olanak sağlar. Kol düğmeleri aynı zamanda üst düğmeli gömleklerle de uyumludur.'
 'Giyinebilmeniz için kolların manşetin üzerinde bitmesi sorun değil. Bu özellikle kolsuz kol düğmeleri için kullanışlıdır.'
 'Manşetin altından dikey şeritler görünüyor; klasik fransız manşet stiline benziyor. [alt adımlar] Bol ve bol gömleklerden kaçının.']",wikihow~15630,train,indomain,0,"[header] Kol düğmeleri nasıl takılır [title] Doğru gömleği giyin. [adım] Kol düğmeleri en çok Fransız manşetli (çift manşet olarak da bilinir) elbise gömlekleriyle giyilir. Bu tür gömleklerde, manşet malzemesinin üzerine katlanarak katmanlar oluşturan ekstra uzun manşetler bulunur.
Şıklar:
A- Fransız manşetlerin yanlarında manşeti bağlamak için düğmeler yoktur. Bunun yerine manşetin her iki yanında kol düğmelerinin eklendiği küçük delikler bulunur.
B- Bu tip gömlekler hem ısıdan korunmaya hem de kolay ayarlamaya olanak sağlar. Kol düğmeleri aynı zamanda üst düğmeli gömleklerle de uyumludur.
C- Giyinebilmeniz için kolların manşetin üzerinde bitmesi sorun değil. Bu özellikle kolsuz kol düğmeleri için kullanışlıdır.
D- Manşetin altından dikey şeritler görünüyor; klasik fransız manşet stiline benziyor. [alt adımlar] Bol ve bol gömleklerden kaçının.",Fransız manşetlerin yanlarında manşeti bağlamak için düğmeler yoktur. Bunun yerine manşetin her iki yanında kol düğmelerinin eklendiği küçük delikler bulunur.,A
5558,Yemek ve Eğlence,[header] Pasta tutucusu nasıl yapılır [title] Bir düzine yumurta için hazırlanmış bir yumurta kartonunu boşaltın. [adım] Kapağı kapatın. [başlık] Yumurta kartonunu ters çevirin.,,[header] Pasta tutucusu nasıl yapılır [title] Bir düzine yumurta için hazırlanmış bir yumurta kartonunu boşaltın. [adım] Kapağı kapatın. [başlık] Yumurta kartonunu ters çevirin.,"['[adım] Bunu yapmak, içeriğin yaklaşık üçte ikisinin iç kısımdan çıkarılmasını sağlayacaktır. [alt adımlar] Kartonun beyaz kısmını çıkarın.'
 '[adım] Bir kaşık veya spatula kullanarak yumurta sarılarını atarak bunları çıkarın. Çeyrek bardak yumurta sarısını ölçün (17.'
 '[adım] Küçük bir tereyağlı kağıt topu yuvarlayın. Elinizde rahat hissedene kadar yuvarlayın.'
 '[başlık] Metal şişle her yumurta deliğinin ortasına bir delik açın. [adım] Açılan her deliğin çubuk için yeterince geniş olup olmadığını bir lolipop çubuğuyla kontrol edin.']",wikihow~9230,train,indomain,3,"[header] Pasta tutucusu nasıl yapılır [title] Bir düzine yumurta için hazırlanmış bir yumurta kartonunu boşaltın. [adım] Kapağı kapatın. [başlık] Yumurta kartonunu ters çevirin.
Şıklar:
A- [adım] Bunu yapmak, içeriğin yaklaşık üçte ikisinin iç kısımdan çıkarılmasını sağlayacaktır. [alt adımlar] Kartonun beyaz kısmını çıkarın.
B- [adım] Bir kaşık veya spatula kullanarak yumurta sarılarını atarak bunları çıkarın. Çeyrek bardak yumurta sarısını ölçün (17.
C- [adım] Küçük bir tereyağlı kağıt topu yuvarlayın. Elinizde rahat hissedene kadar yuvarlayın.
D- [başlık] Metal şişle her yumurta deliğinin ortasına bir delik açın. [adım] Açılan her deliğin çubuk için yeterince geniş olup olmadığını bir lolipop çubuğuyla kontrol edin.",[başlık] Metal şişle her yumurta deliğinin ortasına bir delik açın. [adım] Açılan her deliğin çubuk için yeterince geniş olup olmadığını bir lolipop çubuğuyla kontrol edin.,D
17280,Gençlik,[header] Bir klik nasıl başlatılır [title] Saçınızdan ve yüzünüzden en iyi şekilde yararlanın. [alt adımlar] Saçtan başlayarak yukarıdan aşağıya. Her iki günde bir şampuan/durum.,,[header] Bir klik nasıl başlatılır [title] Saçınızdan ve yüzünüzden en iyi şekilde yararlanın. [alt adımlar] Saçtan başlayarak yukarıdan aşağıya. Her iki günde bir şampuan/durum.,"['(şampuan ve saç kremini de aynı şekilde kullanabilirsiniz.) saçlarınız daha ince ve daha az doğal olana kadar günde en az iki kez yıkadığınızdan veya durulanmayan saç kremi uyguladığınızdan emin olun.'
 'Her gün şampuanlamak saçı kurutur ve bunun kuru, kıvırcık saçlara yol açtığını hepimiz biliriz! Belirli saç tipleri için özel olarak üretilmiş sistemleri kullanın: dalgalı, düz, kıvırcık, kuru, kıvırcık, boyalı vb. Ayrıca parlatıcı sprey, parlaklık serumu, kabarma önleyici serum ve şekillendirici balmumu veya saç şekillendirici köpük kullanın.'
 'Cilt tonunuza uygun bir saç spreyi kullanın. Bu tarz zor olacaktır çünkü uygun bir kafa gerektirir.'
 'Saçınızı kurutmayı/temizlemeyi unutmayın. Saçlarınıza kuaförde fön çekmek ihtiyacınız olan canlılığı sağlar.']",wikihow~28558,train,indomain,1,"[header] Bir klik nasıl başlatılır [title] Saçınızdan ve yüzünüzden en iyi şekilde yararlanın. [alt adımlar] Saçtan başlayarak yukarıdan aşağıya. Her iki günde bir şampuan/durum.
Şıklar:
A- (şampuan ve saç kremini de aynı şekilde kullanabilirsiniz.) saçlarınız daha ince ve daha az doğal olana kadar günde en az iki kez yıkadığınızdan veya durulanmayan saç kremi uyguladığınızdan emin olun.
B- Her gün şampuanlamak saçı kurutur ve bunun kuru, kıvırcık saçlara yol açtığını hepimiz biliriz! Belirli saç tipleri için özel olarak üretilmiş sistemleri kullanın: dalgalı, düz, kıvırcık, kuru, kıvırcık, boyalı vb. Ayrıca parlatıcı sprey, parlaklık serumu, kabarma önleyici serum ve şekillendirici balmumu veya saç şekillendirici köpük kullanın.
C- Cilt tonunuza uygun bir saç spreyi kullanın. Bu tarz zor olacaktır çünkü uygun bir kafa gerektirir.
D- Saçınızı kurutmayı/temizlemeyi unutmayın. Saçlarınıza kuaförde fön çekmek ihtiyacınız olan canlılığı sağlar.","Her gün şampuanlamak saçı kurutur ve bunun kuru, kıvırcık saçlara yol açtığını hepimiz biliriz! Belirli saç tipleri için özel olarak üretilmiş sistemleri kullanın: dalgalı, düz, kıvırcık, kuru, kıvırcık, boyalı vb. Ayrıca parlatıcı sprey, parlaklık serumu, kabarma önleyici serum ve şekillendirici balmumu veya saç şekillendirici köpük kullanın.",B
38620,Paralel çubukların kullanılması,"Yakınlarda duran bir antrenör, parmaklıkların altından mini bir trambolini çıkarıyor. Jimnastikçi barlardan atlıyor ve poposuna iniyor.",o,"Yakınlarda duran bir antrenör, parmaklıkların altından mini bir trambolini çıkarıyor. Jimnastikçi barlardan atlıyor ve poposuna iniyor. O","['kendini yerden kaldırıyor ve çubuklardan ileri doğru takla atıyor.'
 'daha sonra çubuklardan iner.'
 'ayağa kalkar ve kollarını başının üstüne kaldırır.'
 'Yatağa çıkıyor ve trambolinde geriye doğru giderek yere düşüyor.']",activitynet~v_M-n0vW3p2sE,train,indomain,2,"Yakınlarda duran bir antrenör, parmaklıkların altından mini bir trambolini çıkarıyor. Jimnastikçi barlardan atlıyor ve poposuna iniyor. O
Şıklar:
A- kendini yerden kaldırıyor ve çubuklardan ileri doğru takla atıyor.
B- daha sonra çubuklardan iner.
C- ayağa kalkar ve kollarını başının üstüne kaldırır.
D- Yatağa çıkıyor ve trambolinde geriye doğru giderek yere düşüyor.",ayağa kalkar ve kollarını başının üstüne kaldırır.,C
39984,Spor ve Fitness,"[başlık] Ön anten nasıl yapılır [başlık] Önkoşullarda uzmanlaşın. [adım] Jimnastik becerileri birbirinden gelişir ve ön anteni denemeden önce benzer, daha temel becerilerde uzmanlaşmak isteyeceksiniz. Buna ön geçiş, ön el yayı çıkışı ve yan anten dahildir.",,"[başlık] Ön anten nasıl yapılır [başlık] Önkoşullarda uzmanlaşın. [adım] Jimnastik becerileri birbirinden gelişir ve ön anteni denemeden önce benzer, daha temel becerilerde uzmanlaşmak isteyeceksiniz. Buna ön geçiş, ön el yayı çıkışı ve yan anten dahildir.","['[alt adımlar] Belirli becerilere yönelik basit diyagramlara göz atın. Bazı uzmanlar, bir trambolinin üzerinde bir tarih dansı pozisyonundan ön anten denemeyi öneriyor.'
 '[alt adımlar] Bu beceriler, ön antenle karşılaştırılabilir nitelikler ve hareketler içerir ve ustalık, daha iyi uygulamayla sonuçlanacaktır. [title] Koçunuza hazır olup olmadığınızı sorun.'
 'Tüm temel hareketler doğal olarak gelmelidir, ancak daha gelişmiş hareketlerin pratik yapılması gerekecektir. [alt adımlar] Ön ribaundlarda ustalaşmak için vücudunuzu yaklaşık yarım ayak öne doğru indirin.'
 'Bunların en iyi kombinasyonu yeni becerilerinize yardımcı olacaktır. [alt adımlar] Antrenman yaparken üst vücut gücünü ve dengesini geliştirmek için, birçok jimnastikçinin sırayla hem ön koşulları mükemmelleştirmesi hem de hava parçaları yapması gerekir.']",wikihow~65798,train,indomain,1,"[başlık] Ön anten nasıl yapılır [başlık] Önkoşullarda uzmanlaşın. [adım] Jimnastik becerileri birbirinden gelişir ve ön anteni denemeden önce benzer, daha temel becerilerde uzmanlaşmak isteyeceksiniz. Buna ön geçiş, ön el yayı çıkışı ve yan anten dahildir.
Şıklar:
A- [alt adımlar] Belirli becerilere yönelik basit diyagramlara göz atın. Bazı uzmanlar, bir trambolinin üzerinde bir tarih dansı pozisyonundan ön anten denemeyi öneriyor.
B- [alt adımlar] Bu beceriler, ön antenle karşılaştırılabilir nitelikler ve hareketler içerir ve ustalık, daha iyi uygulamayla sonuçlanacaktır. [title] Koçunuza hazır olup olmadığınızı sorun.
C- Tüm temel hareketler doğal olarak gelmelidir, ancak daha gelişmiş hareketlerin pratik yapılması gerekecektir. [alt adımlar] Ön ribaundlarda ustalaşmak için vücudunuzu yaklaşık yarım ayak öne doğru indirin.
D- Bunların en iyi kombinasyonu yeni becerilerinize yardımcı olacaktır. [alt adımlar] Antrenman yaparken üst vücut gücünü ve dengesini geliştirmek için, birçok jimnastikçinin sırayla hem ön koşulları mükemmelleştirmesi hem de hava parçaları yapması gerekir.","[alt adımlar] Bu beceriler, ön antenle karşılaştırılabilir nitelikler ve hareketler içerir ve ustalık, daha iyi uygulamayla sonuçlanacaktır. [title] Koçunuza hazır olup olmadığınızı sorun.",B
48136,Sağlık,"[başlık] Avasküler nekroz nasıl önlenir? [başlık] Avn'ye neden olan koşulları yönetin. [adım] Bu durumun önlenmesi, buna neden olan altta yatan koşulların tedavi edilmesini ve ortaya çıkabileceği potansiyel koşulların yönetilmesini gerektirir. Genel olarak avn konuşması tromboz, emboli veya genel kemik kırıklarının bir sonucudur.",,"[başlık] Avasküler nekroz nasıl önlenir? [başlık] Avn'ye neden olan koşulları yönetin. [adım] Bu durumun önlenmesi, buna neden olan altta yatan koşulların tedavi edilmesini ve ortaya çıkabileceği potansiyel koşulların yönetilmesini gerektirir. Genel olarak avn konuşması tromboz, emboli veya genel kemik kırıklarının bir sonucudur.","[""Çoğu durumda liposuction, avn'nin kafatasının kapakçıklarını korumasını sağlamak ve bu mekanizmanın tıkanmasını engellemek için çalışır. Çoğu avn hastası, karın organlarını daha iyi durumda tutmak için kan damarları mevcut olduğunda altta yatan nedenlerin farkına varır.""
 'Buna katkıda bulunmuş olabilecek altta yatan koşulları yöneterek durumunuzu yönetmenize yardımcı olmaya başlayabilirsiniz. [alt adımlar] Avn tedavi rejiminizin etkili olmasını sağlamak için durumunuzun pullanmasını artırın.'
 '[alt adımlar] Tromboz ve emboli çoğunlukla ameliyat sonrası veya kırıklardan ve kırık uzuvların uzun süre hareketsiz kalmasından sonra ortaya çıkar. Her ikisi de uygun rehabilitasyon ve gerekirse heparin gibi antikoagülan tedavinin uygulanmasıyla önlenebilir.'
 ""Binaların, sokakların, arabaların ve yapıların çoğu, hastalığın ilk aşaması olan hastalığın ilk aşamalarında yer almaktadır. Kuluçka dönemleri tek yıldan tüm yıla veya birden fazla yıla kadar değişiklik gösterir, bu nedenle avn'nin sorun haline gelmesini önleyecek diğer yöntemlerin göz ardı edilmesi önemlidir.""]",wikihow~79227,train,indomain,2,"[başlık] Avasküler nekroz nasıl önlenir? [başlık] Avn'ye neden olan koşulları yönetin. [adım] Bu durumun önlenmesi, buna neden olan altta yatan koşulların tedavi edilmesini ve ortaya çıkabileceği potansiyel koşulların yönetilmesini gerektirir. Genel olarak avn konuşması tromboz, emboli veya genel kemik kırıklarının bir sonucudur.
Şıklar:
A- Çoğu durumda liposuction, avn'nin kafatasının kapakçıklarını korumasını sağlamak ve bu mekanizmanın tıkanmasını engellemek için çalışır. Çoğu avn hastası, karın organlarını daha iyi durumda tutmak için kan damarları mevcut olduğunda altta yatan nedenlerin farkına varır.
B- Buna katkıda bulunmuş olabilecek altta yatan koşulları yöneterek durumunuzu yönetmenize yardımcı olmaya başlayabilirsiniz. [alt adımlar] Avn tedavi rejiminizin etkili olmasını sağlamak için durumunuzun pullanmasını artırın.
C- [alt adımlar] Tromboz ve emboli çoğunlukla ameliyat sonrası veya kırıklardan ve kırık uzuvların uzun süre hareketsiz kalmasından sonra ortaya çıkar. Her ikisi de uygun rehabilitasyon ve gerekirse heparin gibi antikoagülan tedavinin uygulanmasıyla önlenebilir.
D- Binaların, sokakların, arabaların ve yapıların çoğu, hastalığın ilk aşaması olan hastalığın ilk aşamalarında yer almaktadır. Kuluçka dönemleri tek yıldan tüm yıla veya birden fazla yıla kadar değişiklik gösterir, bu nedenle avn'nin sorun haline gelmesini önleyecek diğer yöntemlerin göz ardı edilmesi önemlidir.",[alt adımlar] Tromboz ve emboli çoğunlukla ameliyat sonrası veya kırıklardan ve kırık uzuvların uzun süre hareketsiz kalmasından sonra ortaya çıkar. Her ikisi de uygun rehabilitasyon ve gerekirse heparin gibi antikoagülan tedavinin uygulanmasıyla önlenebilir.,C
24982,Kişisel Bakım ve Stil,[header] Saçlar lavaboda nasıl yıkanır? [title] Saçınıza uygun şampuan ve saç kremini seçin. [adım] Farklı saç tiplerinin hepsinin farklı şampuan ve saç kremi ihtiyaçları olacaktır. [alt adımlar] Saçınız kıvırcık veya dalgalıysa nemlendirici bir şampuana/saç kremine ihtiyacınız olacaktır.,,[header] Saçlar lavaboda nasıl yıkanır? [title] Saçınıza uygun şampuan ve saç kremini seçin. [adım] Farklı saç tiplerinin hepsinin farklı şampuan ve saç kremi ihtiyaçları olacaktır. [alt adımlar] Saçınız kıvırcık veya dalgalıysa nemlendirici bir şampuana/saç kremine ihtiyacınız olacaktır.,"['Saçınız dalgalıysa, saçlar ıslanmaya karşı dayanıklı olduğundan saç kremi kullanmak en iyisi olacaktır. Kıvırcık saçlar için nemlendirici şampuan arayın, böylece nemlendirici bir saç ürününü kaçırmazsınız.'
 'Bukleler, bukleler, dalgalar veya buklelerin hepsinin farklı şampuanları ve saç kremleri olabilir. Ancak kıvırcık veya dalgalı saçlar için özel olarak tasarlanmış bir şampuan ve saç kremi arayın.'
 'Saçınız düzse, düzlüğü en aza indirmek için hacim veren bir şampuan/saç kremi isteyeceksiniz. Saçınız dalgalı, kıvırcık veya hasarlıysa, hasarı tedavi edebilecek, dolaşıklıkları açabilecek ve yumuşatabilecek bir şampuan/saç kremi isteyeceksiniz.'
 'Şampuan hem düz hem de dalgalı saçlarda işe yarar. Saçlarınız daha kıvırcıksa şampuanlayın.']",wikihow~41172,val,zeroshot,2,"[header] Saçlar lavaboda nasıl yıkanır? [title] Saçınıza uygun şampuan ve saç kremini seçin. [adım] Farklı saç tiplerinin hepsinin farklı şampuan ve saç kremi ihtiyaçları olacaktır. [alt adımlar] Saçınız kıvırcık veya dalgalıysa nemlendirici bir şampuana/saç kremine ihtiyacınız olacaktır.
Şıklar:
A- Saçınız dalgalıysa, saçlar ıslanmaya karşı dayanıklı olduğundan saç kremi kullanmak en iyisi olacaktır. Kıvırcık saçlar için nemlendirici şampuan arayın, böylece nemlendirici bir saç ürününü kaçırmazsınız.
B- Bukleler, bukleler, dalgalar veya buklelerin hepsinin farklı şampuanları ve saç kremleri olabilir. Ancak kıvırcık veya dalgalı saçlar için özel olarak tasarlanmış bir şampuan ve saç kremi arayın.
C- Saçınız düzse, düzlüğü en aza indirmek için hacim veren bir şampuan/saç kremi isteyeceksiniz. Saçınız dalgalı, kıvırcık veya hasarlıysa, hasarı tedavi edebilecek, dolaşıklıkları açabilecek ve yumuşatabilecek bir şampuan/saç kremi isteyeceksiniz.
D- Şampuan hem düz hem de dalgalı saçlarda işe yarar. Saçlarınız daha kıvırcıksa şampuanlayın.","Saçınız düzse, düzlüğü en aza indirmek için hacim veren bir şampuan/saç kremi isteyeceksiniz. Saçınız dalgalı, kıvırcık veya hasarlıysa, hasarı tedavi edebilecek, dolaşıklıkları açabilecek ve yumuşatabilecek bir şampuan/saç kremi isteyeceksiniz.",C
48508,Mobilya parlatma,Adam bir antikayı ovuyor. Balmumu tutan adamı görüyoruz. Adam tahtaya balmumu siliyor.,adam,Adam bir antikayı ovuyor. Balmumu tutan adamı görüyoruz. Adam tahtaya balmumu siliyor. adam,"['elini kapının üzerine sürüyor ve bir şifonyer görüyoruz.'
 'bir tahta parçasının üzerine kuru balmumu üflüyor.'
 ""bölünmüş sat'a ahşap ekler.""
 'kurutulmuş balmumunu ahşap üzerinde döndürüyor.']",activitynet~v_IgyBIt3GTAU,train,indomain,0,"Adam bir antikayı ovuyor. Balmumu tutan adamı görüyoruz. Adam tahtaya balmumu siliyor. adam
Şıklar:
A- elini kapının üzerine sürüyor ve bir şifonyer görüyoruz.
B- bir tahta parçasının üzerine kuru balmumu üflüyor.
C- bölünmüş sat'a ahşap ekler.
D- kurutulmuş balmumunu ahşap üzerinde döndürüyor.",elini kapının üzerine sürüyor ve bir şifonyer görüyoruz.,A
4467,Lakros oynamak,"İki adam kameraya konuşuyor, aralarına lakros oynadıkları aksiyon görüntüleri serpiştiriliyor. Turuncu giyinmiş adam kameraya konuşuyor.",turunculu adam,"İki adam kameraya konuşuyor, aralarına lakros oynadıkları aksiyon görüntüleri serpiştiriliyor. Turuncu giyinmiş adam kameraya konuşuyor. turunculu adam","['topu turuncu giyen adama verir ve ona topa vurmasını söyler.'
 'lakros topunun duvara doğru atılmasını gösterir.'
 'kamerayla konuşmaya devam edin.' 'sahada bazı toplara tekme atıyor.']",activitynet~v_ozgrP6Znupc,train,indomain,1,"İki adam kameraya konuşuyor, aralarına lakros oynadıkları aksiyon görüntüleri serpiştiriliyor. Turuncu giyinmiş adam kameraya konuşuyor. turunculu adam
Şıklar:
A- topu turuncu giyen adama verir ve ona topa vurmasını söyler.
B- lakros topunun duvara doğru atılmasını gösterir.
C- kamerayla konuşmaya devam edin.
D- sahada bazı toplara tekme atıyor.",lakros topunun duvara doğru atılmasını gösterir.,B
46718,İlişkiler,"[header] Duygusal olarak [title]'ı esirgeyen bir partnerle nasıl başa çıkılır? Bire bir sohbet için oturun. [adım] Partnerinizin duygusal engellenmesini gidermenin en uygulanabilir yolu, ondan konu hakkında sizinle bire bir görüşme yapmasını istemektir. Rahatsız edilmeyeceğiniz tarafsız bir yerde konuşmanızı önerin.",,"[header] Duygusal olarak [title]'ı esirgeyen bir partnerle nasıl başa çıkılır? Bire bir sohbet için oturun. [adım] Partnerinizin duygusal engellenmesini gidermenin en uygulanabilir yolu, ondan konu hakkında sizinle bire bir görüşme yapmasını istemektir. Rahatsız edilmeyeceğiniz tarafsız bir yerde konuşmanızı önerin.","['İyi aydınlatılmış, özel bir alan, kalabalık bir alandan daha uygun görünebilir. [alt adımlar] Eşinize, eğer bir aile üyesi varsa, konuşmayı gizli tutup tutamayacağınızı sorun.'
 '[alt adımlar] Sessiz bir ortam daha iyi bir seçimdir çünkü partnerinizle konuşma eylemi dikkatinizi dağıtabilir. [title] Partnerinize nasıl hissettikleri hakkında sorular sorun.'
 'Birlikte yaşıyorsanız konuşmayı mutfak masasında veya oturma odasında yapmayı seçebilirsiniz. Ayrı alanlarda yaşıyorsanız, parkta bir bank veya sessiz bir yerel kafe önerebilirsiniz.'
 '[alt adımlar] Evde bire bir görüşme yapmak muhtemelen en iyi sonucu verecektir. Endişelerinizi partnerinizle dinlenme odasında veya trafiğin az olduğu başka bir özel yerde tartışın.']",wikihow~76855,train,indomain,2,"[header] Duygusal olarak [title]'ı esirgeyen bir partnerle nasıl başa çıkılır? Bire bir sohbet için oturun. [adım] Partnerinizin duygusal engellenmesini gidermenin en uygulanabilir yolu, ondan konu hakkında sizinle bire bir görüşme yapmasını istemektir. Rahatsız edilmeyeceğiniz tarafsız bir yerde konuşmanızı önerin.
Şıklar:
A- İyi aydınlatılmış, özel bir alan, kalabalık bir alandan daha uygun görünebilir. [alt adımlar] Eşinize, eğer bir aile üyesi varsa, konuşmayı gizli tutup tutamayacağınızı sorun.
B- [alt adımlar] Sessiz bir ortam daha iyi bir seçimdir çünkü partnerinizle konuşma eylemi dikkatinizi dağıtabilir. [title] Partnerinize nasıl hissettikleri hakkında sorular sorun.
C- Birlikte yaşıyorsanız konuşmayı mutfak masasında veya oturma odasında yapmayı seçebilirsiniz. Ayrı alanlarda yaşıyorsanız, parkta bir bank veya sessiz bir yerel kafe önerebilirsiniz.
D- [alt adımlar] Evde bire bir görüşme yapmak muhtemelen en iyi sonucu verecektir. Endişelerinizi partnerinizle dinlenme odasında veya trafiğin az olduğu başka bir özel yerde tartışın.","Birlikte yaşıyorsanız konuşmayı mutfak masasında veya oturma odasında yapmayı seçebilirsiniz. Ayrı alanlarda yaşıyorsanız, parkta bir bank veya sessiz bir yerel kafe önerebilirsiniz.",C
